"id","cat","1","pa","name","fg_key"
"571710","pitcher",2.19802347903898e-38,188,"Mychal Givens","10430"
"571735","pitcher",-5.82227218113205e-38,150,"David Hale","9756"
"571760","pitcher",7.97485342266336e-40,556,"Andrew Heaney","15423"
"571788","pitcher",-2.27168237714913e-37,20,"Brock Holt","9345"
"571858","pitcher",1.74158787157315e-38,40,"Branden Kline","14101"
"571901","pitcher",1.73176827123187e-38,198,"Aaron Loup","10343"
"571927","pitcher",-6.92593914847192e-38,286,"Steven Matz","13361"
"571948","pitcher",-5.23078031674129e-38,118,"Hoby Milner","13346"
"571974","pitcher",-8.09766843811593e-38,6,"J. R. Murphy","10346"
"572020","pitcher",5.83599787642817e-39,180,"James Paxton","11828"
"572021","pitcher",-1.20016128928787e-37,60,"James Pazos","13323"
"572070","pitcher",-1.74394020190186e-39,434,"Garrett Richards","9784"
"572096","pitcher",8.085529780708e-38,212,"Trevor Rosenthal","10745"
"572125","pitcher",5.32499941807315e-38,164,"Sam Selman","13397"
"572143","pitcher",9.98309292702687e-38,88,"Burch Smith","12784"
"572193","pitcher",3.41149361623423e-38,184,"Ryan Tepera","10291"
"572362","pitcher",-2.85238210320064e-38,242,"Robbie Erlin","10354"
"572383","pitcher",-7.22102499920282e-38,54,"Brian Moran","9646"
"572703","pitcher",-6.1318900144137e-38,46,"Luke Bard","14288"
"572888","pitcher",3.02877218539414e-38,222,"Shane Greene","10756"
"572955","pitcher",3.31462244370909e-38,182,"Pierce Johnson","13435"
"572971","pitcher",8.50969678546094e-41,550,"Dallas Keuchel","9434"
"573009","pitcher",-9.3451697277593e-38,30,"Joe Mantiply","14857"
"573046","pitcher",6.07885064205298e-38,24,"Mike Morin","13442"
"573109","pitcher",-1.43563799525795e-37,30,"AJ Ramos","8350"
"573124","pitcher",2.70318536700836e-38,194,"Taylor Rogers","13449"
"573204","pitcher",4.21069917889755e-38,168,"Caleb Thielbar","10078"
"576397","pitcher",-7.08762730235565e-38,8,"Jedd Gyorko","10816"
"579328","pitcher",3.86470655741781e-38,388,"Yusei Kikuchi","20633"
"580792","pitcher",-4.51787292064036e-38,110,"Nick Goody","13685"
"592094","pitcher",6.35431452953035e-38,116,"Jason Adam","11861"
"592135","pitcher",2.49208794176707e-38,118,"Cam Bedrosian","13360"
"592145","pitcher",9.63053121717424e-38,8,"Jesse Biddle","11437"
"592165","pitcher",-6.74001283782701e-38,64,"Brandon Brennan","13527"
"592169","pitcher",-1.10379381515938e-38,176,"Austin Brice","17237"
"592222","pitcher",4.73788296585746e-38,162,"Alex Claudio","12890"
"592229","pitcher",1.40898804459473e-38,120,"Dylan Covey","14825"
"592233","pitcher",8.47726474047143e-39,210,"Stefan Crichton","16058"
"592254","pitcher",-7.67558089206606e-38,66,"Jose De Leon","15463"
"592314","pitcher",-1.1528062074182e-37,32,"Mike Foltynewicz","10811"
