"id","cat","X1","pa","name","fg_key"
571918,"batter",-0.0319756906300411,5,"Deven Marrero",13325
571927,"batter",-0.0215540187327329,61,"Steven Matz",13361
571945,"batter",-0.0546624995601748,65,"Miles Mikolas",9803
571946,"batter",0.0419685072948906,3,"Shelby Miller",10197
571970,"batter",0.0196902576408617,609,"Max Muncy",13301
571974,"batter",-0.00752761414556771,70,"J. R. Murphy",10346
571976,"batter",-0.000196597918779963,493,"Wil Myers",10047
571980,"batter",-0.000571801376888077,294,"Tyler Naquin",13359
572008,"batter",-0.0253680450855749,196,"Chris Owings",10030
572020,"batter",-0.0883383918134408,8,"James Paxton",11828
572033,"batter",-0.0104840918406738,344,"Josh Phegley",9308
572039,"batter",0.000800816769656239,394,"Stephen Piscotty",13367
572041,"batter",-0.00131118929400599,355,"AJ Pollock",9256
572070,"batter",-0.0842633939707633,3,"Garrett Richards",9784
572073,"batter",-0.0127748106603161,189,"Joey Rickard",13277
572122,"batter",0.0103788900886235,443,"Kyle Seager",9785
572140,"batter",-0.0210370520662051,3,"Tyler Skaggs",10190
572143,"batter",-0.0909420522329933,1,"Burch Smith",12784
572191,"batter",-0.0152820706282948,120,"Michael Taylor",11489
572228,"batter",0.0154372947610076,508,"Luke Voit",14811
572233,"batter",0.0125457966891471,599,"Christian Walker",13419
572287,"batter",-0.0123613898796068,289,"Mike Zunino",13265
572362,"batter",-0.0691354918972891,4,"Robbie Erlin",10354
572365,"batter",-0.014246693942873,162,"Ryan Goins",9807
572761,"batter",0.00241598995538215,509,"Matt Carpenter",8090
572816,"batter",0.00489241473337921,275,"Corey Dickerson",10762
572821,"batter",0.00285435701398548,487,"Brian Dozier",9810
572863,"batter",-0.00563352445275706,101,"Dustin Garneau",9433
572971,"batter",-0.064436852701713,43,"Dallas Keuchel",9434
573135,"batter",-0.021935312567871,71,"Tyler Saladino",10807
573186,"batter",-0.0622572727435307,25,"Marcus Stroman",13431
573262,"batter",0.00684430775285723,410,"Mike Yastrzemski",14854
575929,"batter",0.00722504580670585,407,"Willson Contreras",11609
576397,"batter",-0.0105622066136436,101,"Jedd Gyorko",10816
578428,"batter",-0.00845401104582651,527,"José Iglesias",10231
579328,"batter",-0.0595552106272392,2,"Yusei Kikuchi",20633
584171,"batter",-0.0922262050629949,1,"Hector Velazquez",19341
588751,"batter",-0.00640459507019495,225,"Adeiny Hechavarria",10459
591720,"batter",-0.0499700246496085,17,"Ronald Torreyes",11400
591741,"batter",0.0030776038641597,286,"Jose Osuna",12937
591971,"batter",-0.015059406829473,52,"Breyvic Valera",12758
592102,"batter",-0.0885423922548759,1,"Cody Allen",12183
592122,"batter",-0.000667125184281633,178,"Tyler Austin",11850
592178,"batter",0.00830106578331959,633,"Kris Bryant",15429
592192,"batter",0.0116050414865959,500,"Mark Canha",11445
592200,"batter",-0.00214742805729427,236,"Curt Casali",12510
592206,"batter",0.0129194985311929,664,"Nick Castellanos",11737
592229,"batter",-0.0841719304991,2,"Dylan Covey",14825
592230,"batter",-0.0273652253732965,26,"Kaleb Cowart",11494
592261,"batter",-0.0135807560880211,408,"Delino DeShields",11379
592273,"batter",-0.00303047206212092,447,"Brandon Drury",11615
592314,"batter",-0.0651173937841866,40,"Mike Foltynewicz",10811
592325,"batter",-0.00651256030728441,357,"Ben Gamel",12160
592332,"batter",-0.0690697471657349,27,"Kevin Gausman",14107
592346,"batter",-0.0690138834971032,24,"Chi Chi Gonzalez",14663
592348,"batter",-0.00579490102770356,474,"Niko Goodrum",12092
592351,"batter",-0.0508579592919652,59,"Jon Gray",14916
592387,"batter",0.00327823606435133,187,"Ryon Healy",15447
592407,"batter",-0.00873990586614604,127,"Bryan Holaday",11287
592444,"batter",-0.000770609332029641,332,"JaCoby Jones",14818
592450,"batter",0.0245606573969077,485,"Aaron Judge",15640
592468,"batter",-0.0334334895442665,8,"Nick Kingham",11694
592518,"batter",0.00787778669074228,659,"Manny Machado",11493
592567,"batter",0.0008581809050268,499,"Colin Moran",16909
592612,"batter",-0.0911938012099561,1,"Josh Osich",11528
592620,"batter",-0.0332133090644808,15,"Jarrett Parker",11624
592626,"batter",0.0104093309734213,530,"Joc Pederson",11899
592644,"batter",-0.068056879501014,2,"Adam Plutko",15846
592660,"batter",0.0100683993939776,43,"Rangel Ravelo",10839
592662,"batter",-0.0629513781500356,60,"Robbie Ray",11486
592663,"batter",0.00461257554357579,592,"J. T. Realmuto",11739
